epoch,loss,acc,test_loss,test_acc
1,0.69368344606341,0.5043957800511509,0.6927013953628443,0.5043158567774936
2,0.6924939723423374,0.5128676470588235,0.6914412360971846,0.5262547953964194
3,0.6913675837352148,0.5225783248081841,0.6910110149542084,0.521699168797954
4,0.6890556933477406,0.5361253196930946,0.7510454435177776,0.5002397698209718
5,0.687473011443682,0.5410406010230179,0.6830738228757668,0.5404811381074168
6,0.6846265881262776,0.5538682864450127,0.9241580195591578,0.4998801150895141
7,0.6815797973166952,0.5567854859335039,0.6725727528562326,0.5901134910485933
8,0.6789444742910088,0.5669757033248082,0.6723597356882851,0.5544677109974424
9,0.6742633572777214,0.5712515984654731,0.7184118758839415,0.5185821611253197
10,0.6726079694450359,0.5737691815856778,0.8141997201973216,0.5011189258312021
11,0.6674400329437402,0.582400895140665,0.6586793046015913,0.6005434782608695
12,0.6646314684844687,0.5820412404092071,0.6767130020786735,0.5632193094629157
13,0.6611394485473023,0.589593989769821,0.6754350310472577,0.5597026854219949
14,0.6563105106048877,0.5956281969309463,0.7104531286470116,0.5073929028132992
15,0.6518612779162424,0.5983056265984654,0.6997123081665819,0.5229379795396419
16,0.6469136635055932,0.6084558823529411,0.6213963014238021,0.6393062659846548
17,0.6428845270972727,0.6098945012787724,0.6249768250738569,0.644781010230179
18,0.6384900927238757,0.6203244884910486,0.6802732375881556,0.5601422634271099
19,0.6322355079071601,0.6240009590792839,0.6120614082078495,0.636468989769821
20,0.6275291582355109,0.6276374680306905,0.6354892585436096,0.6230019181585678
21,0.6199759752930277,0.6349104859335039,0.611676776881718,0.6217231457800512
22,0.6163516679154638,0.637468030690537,0.5951271636787888,0.6579683503836317
23,0.6118077832795775,0.6416640025575447,0.6073250137555325,0.647818094629156
24,0.6018713749659336,0.6500959079283888,0.6012584774771614,0.6632832480818415
25,0.5975432550663229,0.6533727621483376,0.6349108938670829,0.6174472506393862
26,0.5932955634029929,0.6595668158567775,0.5518192747212431,0.6891384271099744
27,0.5862679075249626,0.6666000639386189,0.5632827062054974,0.6878996163682864
28,0.5815013807143092,0.672434462915601,0.5581749056839882,0.6727941176470589
29,0.5711374083519591,0.6757113171355499,0.5604613870382309,0.6871403452685422
30,0.5656281219952551,0.6807864450127877,0.5477717188008301,0.7006074168797954
31,0.55790615859239,0.6863011508951407,0.5335658693786167,0.7133951406649617
32,0.5519683735297464,0.693454283887468,0.518378269984899,0.7167918797953964
33,0.5477753439751427,0.6958919437340153,0.5157236297569616,0.7143542199488491
34,0.5395409926352903,0.7006473785166241,0.5400828058304994,0.7101982097186701
35,0.535484475819656,0.7053228900255755,0.5200391141197566,0.7184702685421995
36,0.5287606541991539,0.7083200127877238,0.5267792563228046,0.7066416240409207
37,0.5242591648150587,0.7151934143222506,0.7235793477434027,0.634670716112532
38,0.5187410231670151,0.7168318414322251,0.5049310421089992,0.7227861253196931
39,0.5146795330411943,0.7191096547314578,0.5066428260348946,0.7323769181585678
40,0.5081358538640429,0.7240249360613811,0.5363814751891529,0.707400895140665
41,0.5038020405775446,0.7275015984654731,0.49152882564860534,0.7338954603580563
42,0.49746423208957435,0.7310581841432225,0.4699483513069885,0.7550351662404092
43,0.490217213130668,0.7354939258312021,0.47524242213619944,0.7394900895140665
44,0.48708151000768635,0.7364530051150895,0.48160275340537584,0.7408088235294118
45,0.4846482067309377,0.7405290920716112,0.45782923919465535,0.7486812659846548
46,0.4782085747974913,0.7437659846547314,0.5064259006086823,0.7181505754475703
47,0.470585845429879,0.7481218030690537,0.45580781146388527,0.7547953964194374
48,0.4692423327842637,0.7510390025575447,0.4458482651149525,0.77181905370844
49,0.46139519823634106,0.7532768542199488,0.4534513327243078,0.7530770460358056
50,0.45760346520358647,0.7577125959079284,0.4485964932481346,0.7680226982097187
51,0.4533425898426939,0.758991368286445,0.4570689233177153,0.7496003836317136
52,0.4477617567609948,0.7604299872122762,0.9518134304324685,0.6164881713554987
53,0.4486615599497505,0.7616687979539642,0.4658779298786617,0.7507592710997443
54,0.4413244678922322,0.7661045396419437,0.4530451763087831,0.7754555626598465
55,0.4325053975595843,0.7706202046035806,0.43086753909468956,0.7736572890025576
56,0.4267906782114902,0.7745364450127877,0.3898223050681831,0.7858455882352942
57,0.42528193987086604,0.7739769820971867,0.5461367185006056,0.6912563938618926
58,0.4207503198243468,0.7752557544757033,0.4019438335314736,0.7975943094629157
59,0.4141548085967293,0.7800511508951407,0.4259825844479644,0.7875639386189258
60,0.4137350627699929,0.7832880434782609,0.38803970823278816,0.7839274296675192
61,0.4048015164482929,0.783048273657289,0.3794346988734687,0.8034686700767263
62,0.409610855314509,0.7809303069053708,0.3701743137119981,0.8067455242966752
63,0.40184444249095513,0.7832081202046036,0.39460619620959775,0.7949168797953964
64,0.39767190627277355,0.7844868925831202,0.38088316161690466,0.7979140025575447
65,0.3944763328565661,0.7892023657289002,0.4049475483805932,0.7969149616368286
66,0.3846943474677213,0.7942774936061381,0.3714533159914224,0.7965153452685422
67,0.37992695961004636,0.796755115089514,0.4904688827102751,0.7453644501278772
68,0.3755653124216877,0.7988331202046036,0.44381936222238616,0.7486812659846548
69,0.3714555979651563,0.799792199488491,0.508041007858713,0.703125
70,0.3699062910035748,0.7997522378516624,0.40141575692026205,0.801150895140665
71,0.36262338305525765,0.805306905370844,0.39091914147138596,0.8091831841432225
72,0.3599687483914368,0.8013507033248082,0.3166455880588735,0.8289641943734015
73,0.35243286081897024,0.809343030690537,0.3300844606231241,0.8226902173913043
74,0.35294742653589417,0.8083040281329923,0.31778476364396113,0.8268062659846548
75,0.3474469434689073,0.8107816496163683,0.5137368150798561,0.7577125959079284
76,0.34465424294400093,0.8147378516624041,0.3218702972125824,0.8089434143222506
77,0.3393968860892689,0.8142183503836317,0.30609211194164615,0.8266863810741688
78,0.3445786377105414,0.8140984654731458,0.3805103661001796,0.7976342710997443
79,0.33564624343724814,0.8204523657289002,0.34966983356515463,0.8009910485933504
80,0.33389628850056996,0.818454283887468,0.35999694980128344,0.8188539002557544
81,0.3310007894854716,0.8202125959079284,0.29603982883531726,0.8353580562659847
82,0.32430094648200225,0.8231297953964194,0.3071708811442261,0.8284047314578005
83,0.3207594682283871,0.8241288363171355,0.2837397751238797,0.8410725703324808
84,0.3178835589714977,0.824528452685422,0.34505892410645705,0.8093829923273658
85,0.3105676524779376,0.8296835038363172,0.29416910857152756,0.8364370204603581
86,0.31121827020783865,0.8289641943734015,0.32674625630268966,0.8258471867007673
87,0.29905181356212673,0.834079283887468,0.291052970682721,0.8444693094629157
88,0.29776552800670303,0.8328804347826086,0.2746527551928216,0.8543797953964194
89,0.2963356131883076,0.8388746803069054,0.29033597143333584,0.8355578644501279
90,0.29685351883282746,0.8393941815856778,0.26593125583913624,0.8570971867007673
91,0.29261910956343423,0.840712915601023,0.2819173211979744,0.8463075447570333
92,0.2910912576824655,0.8421914961636828,0.2810314781487445,0.8457081202046036
93,0.27894047816353074,0.8498641304347826,0.39157506193765595,0.8242487212276215
94,0.2831456404265083,0.8483855498721228,1.6642404702465858,0.4468909846547315
95,0.42880208388237695,0.7951566496163683,0.41258639514522477,0.8080642583120204
96,0.41117755234089043,0.8081042199488491,0.40530707870069366,0.8116608056265985
97,0.4080399612484076,0.8099824168797954,0.40616883937736303,0.8112212276214834
98,0.4067096501169607,0.8103021099744245,0.40676408697424643,0.8107816496163683
99,0.40678534914008185,0.8105019181585678,0.4104577471952304,0.8090632992327366
100,0.40835213979415574,0.8096627237851662,0.40527324896791705,0.8116208439897699
101,0.4065255082743552,0.8111013427109974,0.40576648940820526,0.8112212276214834
102,0.40607153753871505,0.8111812659846548,0.4024819400533081,0.8130195012787724
103,0.40523467180521594,0.8117007672634271,0.4051749966181148,0.8118206521739131
104,0.40464622879881995,0.8117407289002557,0.4052239366047218,0.8119005754475703
105,0.40407255139497233,0.8122202685421995,0.4037434478740558,0.8121803069053708
106,0.40719174544143555,0.8103820332480819,0.4038109238571523,0.8121803069053708
107,0.405664257247887,0.8113810741687979,0.40412856566021815,0.8120604219948849
108,0.40436360039903074,0.8121003836317136,0.4001058426202106,0.8134990409207161
109,0.28196070889187286,0.8362372122762148,0.26492463744929073,0.8604140025575447
110,0.2724149650834558,0.8512627877237852,0.3230048948732179,0.840712915601023
111,0.2758144459132191,0.8513027493606138,0.267644513608016,0.8546994884910486
112,0.2637218139265352,0.8607736572890026,0.347973216458431,0.8423513427109974
113,0.262866074693344,0.8602941176470589,0.23717711905917854,0.8753596547314578
114,0.2611638018313576,0.8630514705882353,1.3764576778539916,0.5797634271099744
115,0.2630978206367901,0.8608136189258312,0.23663580529105938,0.8761588874680307
116,0.24745198185353176,0.8715632992327366,0.2606995930213986,0.8555786445012787
117,0.2503477947981766,0.8691256393861893,0.2268950208983458,0.887028452685422
118,0.2517906955783934,0.8693654092071611,0.24516982773361762,0.8708839514066496
119,0.240893388348048,0.8748401534526854,0.20808388654838134,0.8937020460358056
120,0.2328981389541684,0.8794357416879796,0.23641024433705202,0.8813539002557544
121,0.23563266290224316,0.8776374680306905,0.23072045627038193,0.8813539002557544
122,0.23849869254604936,0.8771179667519181,0.22467383211168945,0.891863810741688
123,0.23171246956671823,0.8785166240409207,0.20234673409996665,0.898377557544757
124,0.23164982446814741,0.8817934782608695,0.3678851768355388,0.8253276854219949
125,0.22137286467358586,0.8875079923273658,0.20401577297074105,0.8977781329923273
126,0.22990690788154103,0.8831122122762148,0.2540201215225908,0.8744804987212276
127,0.22551388463095937,0.8858296035805626,0.2085292973660428,0.8908248081841432
128,0.2181461253644103,0.8899056905370843,0.20296343718476764,0.8940617007672634
129,0.219442331267859,0.8891863810741688,0.8663165558062856,0.8090632992327366
130,0.21219178910850717,0.8931425831202046,0.3224872759998302,0.8414721867007673
131,0.2184008284307578,0.8883471867007673,0.29579825524021597,0.8700847186700768
132,0.21336295413772774,0.8943414322250639,0.1832834081414639,0.907608695652174
133,0.20419254062025596,0.897258631713555,0.18625859281434046,0.9054907289002557
134,0.20290870250791043,0.8985773657289002,0.173222879374214,0.9130035166240409
135,0.20127343020432859,0.8977381713554987,0.21932306836652177,0.887707800511509
136,0.2006274040388253,0.9000959079283888,0.30824505395787144,0.8876278772378516
137,0.20296570015094623,0.899056905370844,0.19417001956792743,0.9080083120204604
138,0.19469391746813303,0.9034127237851662,0.16674239075768862,0.915241368286445
139,0.19673996468258026,0.9030131074168798,0.17424343556137112,0.9140824808184144
140,0.19354238808917268,0.9033727621483376,0.6274166093457996,0.6587675831202046
141,0.19165940073740376,0.9042119565217391,0.1662313306365934,0.9166000639386189
142,0.183243424220331,0.9085677749360613,0.2807946869022096,0.8345987851662404
143,0.1850123261780385,0.9079683503836317,0.4245343080643193,0.7121962915601023
144,0.1835829778574407,0.9078085038363172,0.17939066791149508,0.9138427109974424
145,0.18066417392286116,0.9097266624040921,0.15226080217886992,0.9233136189258312
146,0.17689328924859957,0.9118046675191815,0.16421431573131656,0.9158407928388747
147,0.18543743199128135,0.9072890025575447,0.16707122596838248,0.9200367647058824
148,0.18112745890608223,0.9107257033248082,0.17240197594513368,0.9213554987212276
149,0.17639740266690693,0.9126438618925832,0.16382347391989757,0.918957800511509
150,0.17588764931434941,0.9125239769820972,0.17218895473272142,0.9229939258312021
